,ID,Center x,Center y,HLR circ,HLR ellip,Flag,Total objects,C,A,S,SNR
0,z_5/flares_02/gal_009,150.7369790592336,151.76541082476353,1.2227125686831546,1.2996978504800747,0,1,1.7621258843448528,0.16737247210632547,0.14045218189586375,2.6779633
1,z_5/flares_02/gal_118,153.75948995638348,143.26140287698257,3.0014371885917654,4.204666224464571,0,1,2.842703437468313,0.03742857055873002,0.14059804191228334,2.2628713
2,z_5/flares_02/gal_035,153.2476269764927,151.75749587353465,3.3756383610042513,4.375667808749646,0,1,3.0011501343649787,0.02177988603490866,0.10607316424388867,2.9502804
3,z_5/flares_02/gal_124,151.23640168416725,148.25418162849502,1.6586772401659782,1.7612533345469739,0,2,1.6927396961038808,0.13604157550665827,0.05401002907763804,3.126304
4,z_5/flares_02/gal_144,151.7467732478526,157.25000764716333,2.3936121836235618,2.6320966498523664,1,2,2.6240683071324855,0.0548684583984098,0.07634972294462038,1.3519747
5,z_5/flares_02/gal_061,150.2320401921937,155.78450191058658,1.9398166774110408,2.140140247793614,0,1,1.6802979753750145,0.12215008847875881,0.09574856364790037,2.5811
6,z_5/flares_02/gal_088,156.25000004263705,150.73109213749208,2.762504825740955,2.880790415365387,1,3,2.156332166196658,-0.029470764264023314,0.18719585323594057,1.1765883
7,z_5/flares_02/gal_081,104.74035039675589,157.68224416093665,0.3291560981317483,0.3907613466007356,1,2,2.471234532956562,-0.01806581239526699,0.0,3.0592132
8,z_5/flares_02/gal_150,150.75000000367953,151.22331014611547,1.3260287462302123,1.4642479674015478,0,2,2.0571237242570923,0.15190058271535986,0.09308472935224478,3.825716
9,z_5/flares_02/gal_177,150.2694932293251,150.2643378665159,1.1778883551156258,1.3105116643545327,0,1,2.3128872560074907,0.12387983409942793,0.08620609563747396,2.9188385
10,z_5/flares_02/gal_170,150.74435954128725,151.76001204306743,1.54291256842407,1.9208335635083045,0,1,2.473135332566054,-0.0014509575004610473,0.08981465324292223,2.366391
11,z_5/flares_02/gal_010,150.36587294482038,150.2614192235015,0.5110849175671174,0.5448677813442677,1,1,1.5528552817686314,0.0697127086649251,0.0,3.2869275
12,z_5/flares_02/gal_037,151.2315325952031,150.25560782436406,1.9757593432768266,2.2467672811688213,0,1,3.1109419089340196,0.08886088510212609,0.16266729462661195,1.9851036
13,z_5/flares_02/gal_030,185.25872932163767,208.27015413918787,1.0611823251728985,1.245182726031924,1,4,2.217911571917929,0.0013070620472790829,0.08788601458004057,1.9722974
14,z_5/flares_02/gal_126,154.74029755930718,154.2499999769661,2.60858021636969,2.940609371242321,0,2,2.3171561204334594,-0.1674230362450211,0.018293641427277837,1.1671181
