,ID,SN
1341,z_7_flares_08_gal_036_alma.fits,4.4
1342,z_5_flares_19_gal_053_alma.fits,6.45
1343,z_7_flares_15_gal_015_alma.fits,5.01
1344,z_5_flares_23_gal_019_alma.fits,5.06
1345,z_6_flares_15_gal_052_alma.fits,5.14
1346,z_7_flares_05_gal_038_alma.fits,4.02
1347,z_6_flares_12_gal_056_alma.fits,5.84
1348,z_5_flares_11_gal_181_alma.fits,8.53
1349,z_5_flares_09_gal_197_alma.fits,10.43
1350,z_6_flares_19_gal_007_alma.fits,10.12
1351,z_7_flares_03_gal_007_alma.fits,4.6
1352,z_5_flares_15_gal_008_alma.fits,6.55
1353,z_5_flares_08_gal_128_alma.fits,8.46
1354,z_7_flares_06_gal_024_alma.fits,3.92
1355,z_8_flares_02_gal_007_alma.fits,3.74
1356,z_5_flares_08_gal_070_alma.fits,8.9
1357,z_5_flares_16_gal_055_alma.fits,7.31
1358,z_8_flares_11_gal_002_alma.fits,6.72
1359,z_6_flares_06_gal_025_alma.fits,9.99
1360,z_6_flares_12_gal_065_alma.fits,11.48
1361,z_5_flares_07_gal_111_alma.fits,7.59
1362,z_6_flares_17_gal_018_alma.fits,3.32
1363,z_6_flares_36_gal_001_alma.fits,5.53
1364,z_5_flares_19_gal_008_alma.fits,11.39
1365,z_9_flares_02_gal_003_alma.fits,2.87
1366,z_8_flares_14_gal_009_alma.fits,3.35
1367,z_10_flares_08_gal_003_alma.fits,3.18
1368,z_5_flares_00_gal_046_alma.fits,8.18
1369,z_5_flares_00_gal_116_alma.fits,5.93
1370,z_5_flares_14_gal_060_alma.fits,3.65
1371,z_5_flares_02_gal_119_alma.fits,2.78
1372,z_7_flares_11_gal_009_alma.fits,3.35
1373,z_5_flares_04_gal_100_alma.fits,3.6
1374,z_5_flares_08_gal_174_alma.fits,8.78
1375,z_6_flares_09_gal_055_alma.fits,6.43
1376,z_5_flares_04_gal_133_alma.fits,3.81
1377,z_6_flares_07_gal_038_alma.fits,3.77
1378,z_5_flares_10_gal_058_alma.fits,14.28
1379,z_5_flares_06_gal_149_alma.fits,12.19
1380,z_5_flares_04_gal_160_alma.fits,8.6
1381,z_5_flares_26_gal_000_alma.fits,5.63
1382,z_10_flares_21_gal_000_alma.fits,3.24
1383,z_5_flares_13_gal_108_alma.fits,9.34
1384,z_5_flares_17_gal_085_alma.fits,5.76
1385,z_6_flares_14_gal_058_alma.fits,3.06
1386,z_5_flares_00_gal_065_alma.fits,6.41
1387,z_8_flares_00_gal_006_alma.fits,3.44
1388,z_5_flares_14_gal_020_alma.fits,2.87
1389,z_8_flares_33_gal_000_alma.fits,2.76
1390,z_5_flares_18_gal_060_alma.fits,9.71
1391,z_5_flares_22_gal_016_alma.fits,11.77
1392,z_7_flares_04_gal_023_alma.fits,3.02
1393,z_5_flares_06_gal_156_alma.fits,9.57
1394,z_6_flares_12_gal_010_alma.fits,5.72
1395,z_6_flares_08_gal_101_alma.fits,3.33
1396,z_9_flares_15_gal_003_alma.fits,3.24
1397,z_6_flares_12_gal_015_alma.fits,3.88
1398,z_5_flares_09_gal_029_alma.fits,9.98
1399,z_6_flares_11_gal_083_alma.fits,4.01
1400,z_5_flares_14_gal_088_alma.fits,4.76
1401,z_5_flares_14_gal_089_alma.fits,10.02
1402,z_6_flares_15_gal_067_alma.fits,2.86
1403,z_6_flares_21_gal_012_alma.fits,3.81
1404,z_6_flares_07_gal_011_alma.fits,11.79
1405,z_7_flares_14_gal_001_alma.fits,2.66
1406,z_5_flares_08_gal_115_alma.fits,8.71
1407,z_5_flares_00_gal_197_alma.fits,12.33
1408,z_5_flares_11_gal_060_alma.fits,11.2
1409,z_5_flares_08_gal_063_alma.fits,7.56
1410,z_5_flares_11_gal_186_alma.fits,14.55
1411,z_5_flares_15_gal_136_alma.fits,11.14
1412,z_8_flares_16_gal_005_alma.fits,3.21
1413,z_5_flares_05_gal_053_alma.fits,3.14
1414,z_9_flares_10_gal_000_alma.fits,3.54
1415,z_8_flares_14_gal_019_alma.fits,3.28
1416,z_6_flares_08_gal_096_alma.fits,4.01
1417,z_5_flares_14_gal_008_alma.fits,6.82
1418,z_6_flares_14_gal_006_alma.fits,6.47
1419,z_7_flares_08_gal_049_alma.fits,3.44
1420,z_5_flares_01_gal_145_alma.fits,8.62
1421,z_5_flares_00_gal_121_alma.fits,9.29
1422,z_5_flares_21_gal_026_alma.fits,9.5
1423,z_5_flares_17_gal_095_alma.fits,8.46
1424,z_6_flares_02_gal_057_alma.fits,13.57
1425,z_8_flares_08_gal_023_alma.fits,3.88
1426,z_5_flares_07_gal_099_alma.fits,4.75
1427,z_5_flares_25_gal_013_alma.fits,12.48
1428,z_7_flares_17_gal_012_alma.fits,4.16
1429,z_6_flares_13_gal_007_alma.fits,5.12
1430,z_7_flares_05_gal_023_alma.fits,3.72
1431,z_5_flares_00_gal_143_alma.fits,5.26
1432,z_5_flares_00_gal_140_alma.fits,6.81
1433,z_9_flares_02_gal_004_alma.fits,3.42
1434,z_5_flares_16_gal_014_alma.fits,6.29
1435,z_7_flares_00_gal_016_alma.fits,2.65
1436,z_5_flares_11_gal_147_alma.fits,13.2
1437,z_5_flares_08_gal_146_alma.fits,6.7
1438,z_6_flares_11_gal_058_alma.fits,4.75
1439,z_5_flares_17_gal_098_alma.fits,5.83
1440,z_5_flares_02_gal_173_alma.fits,8.57
1441,z_6_flares_08_gal_104_alma.fits,3.81
1442,z_8_flares_10_gal_005_alma.fits,4.24
1443,z_5_flares_10_gal_046_alma.fits,10.16
1444,z_5_flares_15_gal_012_alma.fits,12.6
1445,z_7_flares_02_gal_005_alma.fits,4.57
1446,z_6_flares_26_gal_003_alma.fits,3.38
1447,z_5_flares_07_gal_157_alma.fits,7.12
1448,z_6_flares_11_gal_080_alma.fits,8.61
1449,z_5_flares_01_gal_055_alma.fits,12.24
1450,z_6_flares_16_gal_005_alma.fits,5.08
1451,z_7_flares_15_gal_030_alma.fits,4.18
1452,z_5_flares_15_gal_127_alma.fits,4.23
1453,z_5_flares_02_gal_112_alma.fits,5.12
1454,z_5_flares_12_gal_036_alma.fits,13.22
1455,z_5_flares_07_gal_114_alma.fits,4.51
1456,z_5_flares_07_gal_180_alma.fits,7.22
1457,z_5_flares_05_gal_044_alma.fits,5.74
1458,z_7_flares_07_gal_017_alma.fits,3.59
1459,z_5_flares_15_gal_019_alma.fits,7.33
1460,z_5_flares_36_gal_013_alma.fits,3.72
1461,z_6_flares_19_gal_003_alma.fits,4.62
1462,z_5_flares_08_gal_181_alma.fits,10.6
1463,z_5_flares_06_gal_046_alma.fits,13.2
1464,z_7_flares_11_gal_012_alma.fits,8.1
1465,z_5_flares_12_gal_095_alma.fits,5.69
1466,z_5_flares_16_gal_029_alma.fits,13.15
1467,z_5_flares_07_gal_037_alma.fits,4.07
1468,z_6_flares_10_gal_076_alma.fits,6.48
1469,z_7_flares_05_gal_021_alma.fits,4.57
1470,z_7_flares_17_gal_004_alma.fits,4.63
1471,z_7_flares_00_gal_024_alma.fits,5.1
1472,z_5_flares_02_gal_142_alma.fits,4.59
1473,z_5_flares_09_gal_176_alma.fits,4.93
1474,z_8_flares_08_gal_014_alma.fits,8.43
1475,z_7_flares_00_gal_011_alma.fits,8.04
1476,z_6_flares_08_gal_038_alma.fits,8.15
1477,z_6_flares_13_gal_082_alma.fits,4.84
1478,z_5_flares_01_gal_188_alma.fits,6.81
1479,z_5_flares_03_gal_147_alma.fits,13.14
1480,z_5_flares_22_gal_008_alma.fits,3.92
1481,z_5_flares_01_gal_002_alma.fits,4.9
1482,z_5_flares_06_gal_029_alma.fits,4.35
1483,z_5_flares_10_gal_036_alma.fits,9.14
1484,z_8_flares_02_gal_021_alma.fits,3.88
1485,z_6_flares_03_gal_058_alma.fits,3.61
1486,z_5_flares_09_gal_073_alma.fits,7.49
1487,z_5_flares_09_gal_157_alma.fits,5.04
1488,z_6_flares_08_gal_003_alma.fits,3.93
1489,z_5_flares_10_gal_116_alma.fits,8.43
1490,z_9_flares_11_gal_008_alma.fits,3.23
1491,z_5_flares_08_gal_140_alma.fits,8.1
1492,z_6_flares_16_gal_041_alma.fits,5.11
1493,z_5_flares_04_gal_106_alma.fits,5.93
1494,z_5_flares_03_gal_105_alma.fits,3.38
1495,z_5_flares_13_gal_024_alma.fits,6.17
1496,z_5_flares_14_gal_204_alma.fits,13.65
1497,z_6_flares_18_gal_022_alma.fits,6.06
1498,z_5_flares_08_gal_195_alma.fits,4.91
1499,z_6_flares_09_gal_018_alma.fits,6.73
1500,z_5_flares_21_gal_013_alma.fits,12.43
1501,z_5_flares_17_gal_023_alma.fits,10.15
1502,z_6_flares_14_gal_104_alma.fits,4.92
1503,z_6_flares_15_gal_074_alma.fits,4.11
1504,z_5_flares_13_gal_114_alma.fits,3.55
1505,z_5_flares_04_gal_124_alma.fits,10.76
1506,z_7_flares_12_gal_031_alma.fits,5.34
1507,z_6_flares_12_gal_058_alma.fits,5.51
1508,z_6_flares_15_gal_090_alma.fits,4.87
1509,z_5_flares_11_gal_035_alma.fits,6.59
1510,z_5_flares_03_gal_118_alma.fits,7.04
1511,z_5_flares_11_gal_125_alma.fits,7.26
1512,z_8_flares_12_gal_002_alma.fits,3.09
1513,z_7_flares_09_gal_002_alma.fits,4.31
1514,z_6_flares_04_gal_056_alma.fits,3.53
1515,z_6_flares_04_gal_079_alma.fits,5.38
1516,z_5_flares_01_gal_095_alma.fits,5.58
1517,z_5_flares_15_gal_115_alma.fits,12.61
1518,z_7_flares_06_gal_037_alma.fits,3.28
1519,z_5_flares_01_gal_008_alma.fits,3.49
1520,z_8_flares_14_gal_005_alma.fits,3.36
1521,z_5_flares_15_gal_174_alma.fits,5.6
1522,z_5_flares_10_gal_049_alma.fits,5.83
1523,z_5_flares_15_gal_076_alma.fits,6.46
1524,z_5_flares_18_gal_006_alma.fits,10.63
1525,z_5_flares_06_gal_194_alma.fits,10.25
1526,z_6_flares_01_gal_007_alma.fits,3.77
1527,z_5_flares_06_gal_190_alma.fits,12.07
1528,z_5_flares_02_gal_158_alma.fits,16.23
1529,z_6_flares_07_gal_055_alma.fits,3.59
1530,z_5_flares_03_gal_111_alma.fits,5.05
1531,z_5_flares_16_gal_045_alma.fits,6.44
1532,z_5_flares_16_gal_004_alma.fits,11.33
1533,z_5_flares_01_gal_062_alma.fits,3.96
1534,z_5_flares_10_gal_024_alma.fits,3.85
1535,z_5_flares_01_gal_013_alma.fits,11.3
1536,z_6_flares_04_gal_063_alma.fits,6.36
1537,z_5_flares_12_gal_004_alma.fits,8.02
1538,z_5_flares_06_gal_095_alma.fits,8.61
1539,z_6_flares_04_gal_006_alma.fits,6.64
1540,z_8_flares_05_gal_013_alma.fits,6.08
1541,z_5_flares_10_gal_110_alma.fits,4.76
1542,z_5_flares_08_gal_001_alma.fits,5.86
1543,z_5_flares_08_gal_172_alma.fits,5.36
1544,z_5_flares_13_gal_062_alma.fits,10.96
1545,z_5_flares_00_gal_155_alma.fits,6.12
1546,z_5_flares_15_gal_097_alma.fits,4.27
1547,z_5_flares_02_gal_175_alma.fits,15.05
1548,z_5_flares_09_gal_206_alma.fits,6.22
1549,z_5_flares_08_gal_039_alma.fits,6.84
1550,z_5_flares_08_gal_117_alma.fits,4.05
1551,z_7_flares_14_gal_014_alma.fits,6.91
1552,z_7_flares_03_gal_031_alma.fits,4.08
1553,z_5_flares_02_gal_027_alma.fits,11.46
1554,z_5_flares_15_gal_133_alma.fits,10.08
1555,z_5_flares_07_gal_154_alma.fits,15.5
1556,z_6_flares_13_gal_048_alma.fits,3.97
1557,z_5_flares_09_gal_110_alma.fits,4.06
1558,z_5_flares_14_gal_120_alma.fits,8.78
1559,z_5_flares_01_gal_005_alma.fits,9.4
1560,z_5_flares_06_gal_179_alma.fits,7.27
1561,z_5_flares_03_gal_097_alma.fits,5.71
1562,z_6_flares_12_gal_021_alma.fits,3.39
1563,z_6_flares_21_gal_018_alma.fits,13.83
1564,z_5_flares_18_gal_058_alma.fits,13.14
1565,z_6_flares_14_gal_059_alma.fits,3.43
1566,z_6_flares_17_gal_027_alma.fits,5.17
1567,z_5_flares_05_gal_010_alma.fits,3.4
1568,z_5_flares_06_gal_048_alma.fits,12.15
1569,z_6_flares_06_gal_093_alma.fits,6.07
1570,z_7_flares_18_gal_010_alma.fits,3.42
1571,z_5_flares_25_gal_001_alma.fits,7.69
1572,z_5_flares_19_gal_023_alma.fits,7.7
1573,z_5_flares_09_gal_143_alma.fits,7.29
1574,z_7_flares_17_gal_011_alma.fits,3.2
1575,z_5_flares_04_gal_001_alma.fits,8.16
1576,z_5_flares_02_gal_009_alma.fits,5.54
1577,z_5_flares_03_gal_129_alma.fits,6.31
1578,z_5_flares_02_gal_036_alma.fits,16.24
1579,z_5_flares_06_gal_045_alma.fits,5.08
1580,z_6_flares_13_gal_094_alma.fits,5.28
1581,z_5_flares_03_gal_117_alma.fits,13.24
1582,z_5_flares_08_gal_202_alma.fits,3.4
1583,z_6_flares_27_gal_001_alma.fits,4.06
1584,z_5_flares_00_gal_078_alma.fits,6.24
1585,z_5_flares_12_gal_025_alma.fits,12.34
1586,z_5_flares_13_gal_181_alma.fits,13.6
1587,z_6_flares_01_gal_046_alma.fits,7.07
1588,z_5_flares_14_gal_006_alma.fits,8.77
1589,z_5_flares_06_gal_077_alma.fits,6.81
1590,z_6_flares_02_gal_020_alma.fits,4.76
1591,z_5_flares_00_gal_100_alma.fits,5.58
1592,z_5_flares_23_gal_020_alma.fits,6.19
1593,z_6_flares_06_gal_013_alma.fits,3.98
1594,z_8_flares_19_gal_002_alma.fits,3.39
1595,z_7_flares_16_gal_013_alma.fits,3.78
1596,z_5_flares_09_gal_093_alma.fits,4.76
1597,z_5_flares_08_gal_188_alma.fits,3.72
1598,z_5_flares_07_gal_165_alma.fits,6.37
1599,z_9_flares_10_gal_002_alma.fits,3.47
1600,z_7_flares_04_gal_000_alma.fits,7.18
1601,z_5_flares_01_gal_168_alma.fits,13.51
1602,z_8_flares_09_gal_010_alma.fits,3.89
1603,z_6_flares_12_gal_023_alma.fits,7.99
1604,z_6_flares_04_gal_089_alma.fits,4.26
1605,z_5_flares_10_gal_105_alma.fits,2.91
1606,z_5_flares_12_gal_064_alma.fits,13.02
1607,z_5_flares_05_gal_132_alma.fits,3.8
1608,z_5_flares_10_gal_063_alma.fits,3.75
1609,z_5_flares_22_gal_012_alma.fits,8.32
1610,z_5_flares_05_gal_029_alma.fits,6.94
1611,z_5_flares_13_gal_030_alma.fits,4.0
1612,z_5_flares_18_gal_053_alma.fits,10.09
1613,z_7_flares_15_gal_022_alma.fits,3.9
1614,z_5_flares_04_gal_170_alma.fits,13.94
1615,z_5_flares_14_gal_145_alma.fits,4.45
1616,z_5_flares_13_gal_028_alma.fits,8.25
1617,z_5_flares_14_gal_129_alma.fits,8.95
1618,z_6_flares_19_gal_000_alma.fits,3.85
1619,z_6_flares_00_gal_034_alma.fits,4.91
1620,z_7_flares_16_gal_022_alma.fits,6.13
1621,z_5_flares_00_gal_118_alma.fits,8.46
1622,z_5_flares_04_gal_187_alma.fits,4.76
1623,z_7_flares_03_gal_032_alma.fits,6.4
1624,z_5_flares_10_gal_067_alma.fits,8.64
1625,z_6_flares_03_gal_006_alma.fits,6.49
1626,z_6_flares_14_gal_045_alma.fits,4.06
1627,z_7_flares_11_gal_015_alma.fits,7.64
1628,z_8_flares_04_gal_012_alma.fits,5.62
1629,z_5_flares_10_gal_083_alma.fits,14.72
1630,z_6_flares_09_gal_073_alma.fits,13.16
1631,z_6_flares_07_gal_023_alma.fits,5.99
1632,z_5_flares_09_gal_065_alma.fits,5.95
1633,z_6_flares_11_gal_044_alma.fits,3.86
1634,z_5_flares_00_gal_064_alma.fits,7.48
1635,z_5_flares_10_gal_151_alma.fits,4.01
1636,z_5_flares_11_gal_203_alma.fits,12.72
1637,z_5_flares_15_gal_145_alma.fits,12.92
1638,z_6_flares_26_gal_002_alma.fits,7.51
1639,z_5_flares_19_gal_056_alma.fits,6.44
1640,z_8_flares_10_gal_004_alma.fits,2.84
1641,z_6_flares_00_gal_079_alma.fits,5.37
1642,z_6_flares_12_gal_051_alma.fits,10.84
1643,z_9_flares_09_gal_005_alma.fits,3.59
1644,z_6_flares_10_gal_075_alma.fits,3.09
1645,z_5_flares_01_gal_081_alma.fits,4.29
1646,z_5_flares_04_gal_211_alma.fits,3.54
1647,z_5_flares_12_gal_053_alma.fits,7.06
1648,z_5_flares_04_gal_075_alma.fits,10.22
1649,z_6_flares_17_gal_032_alma.fits,4.25
1650,z_6_flares_04_gal_026_alma.fits,6.8
1651,z_6_flares_13_gal_069_alma.fits,4.32
1652,z_6_flares_08_gal_111_alma.fits,3.46
1653,z_5_flares_02_gal_019_alma.fits,7.01
1654,z_5_flares_05_gal_103_alma.fits,6.7
1655,z_6_flares_15_gal_073_alma.fits,4.28
1656,z_5_flares_04_gal_141_alma.fits,2.75
1657,z_5_flares_12_gal_024_alma.fits,12.32
1658,z_6_flares_09_gal_044_alma.fits,9.37
1659,z_6_flares_09_gal_074_alma.fits,3.74
1660,z_6_flares_05_gal_084_alma.fits,7.26
1661,z_7_flares_06_gal_020_alma.fits,7.1
1662,z_5_flares_08_gal_045_alma.fits,6.3
1663,z_5_flares_06_gal_007_alma.fits,14.92
1664,z_5_flares_11_gal_112_alma.fits,2.96
1665,z_6_flares_14_gal_077_alma.fits,4.16
1666,z_6_flares_27_gal_000_alma.fits,8.7
1667,z_6_flares_20_gal_020_alma.fits,4.12
1668,z_5_flares_11_gal_169_alma.fits,12.35
1669,z_5_flares_08_gal_009_alma.fits,4.36
1670,z_5_flares_14_gal_157_alma.fits,3.45
1671,z_5_flares_15_gal_108_alma.fits,8.25
1672,z_5_flares_16_gal_020_alma.fits,4.16
1673,z_5_flares_09_gal_160_alma.fits,3.2
1674,z_5_flares_10_gal_074_alma.fits,14.29
1675,z_6_flares_01_gal_067_alma.fits,8.26
1676,z_5_flares_11_gal_177_alma.fits,15.3
1677,z_7_flares_11_gal_004_alma.fits,3.18
1678,z_5_flares_10_gal_107_alma.fits,3.89
1679,z_5_flares_11_gal_086_alma.fits,3.26
1680,z_5_flares_15_gal_194_alma.fits,4.62
1681,z_10_flares_08_gal_001_alma.fits,3.55
1682,z_5_flares_15_gal_032_alma.fits,14.82
1683,z_6_flares_15_gal_057_alma.fits,3.51
1684,z_5_flares_00_gal_212_alma.fits,5.88
1685,z_5_flares_15_gal_016_alma.fits,3.61
1686,z_7_flares_09_gal_025_alma.fits,3.36
1687,z_10_flares_14_gal_000_alma.fits,3.58
1688,z_6_flares_17_gal_020_alma.fits,4.51
1689,z_5_flares_09_gal_125_alma.fits,6.53
1690,z_8_flares_10_gal_014_alma.fits,3.59
1691,z_5_flares_09_gal_178_alma.fits,4.05
1692,z_6_flares_12_gal_003_alma.fits,12.49
1693,z_7_flares_07_gal_043_alma.fits,2.94
1694,z_5_flares_07_gal_051_alma.fits,7.31
1695,z_5_flares_14_gal_200_alma.fits,14.77
1696,z_5_flares_13_gal_061_alma.fits,4.63
1697,z_7_flares_15_gal_006_alma.fits,4.24
1698,z_5_flares_11_gal_067_alma.fits,7.22
1699,z_5_flares_13_gal_003_alma.fits,4.66
1700,z_5_flares_06_gal_120_alma.fits,9.17
1701,z_5_flares_09_gal_117_alma.fits,7.42
1702,z_5_flares_01_gal_086_alma.fits,12.45
1703,z_5_flares_04_gal_152_alma.fits,5.49
1704,z_5_flares_01_gal_189_alma.fits,3.85
1705,z_8_flares_11_gal_005_alma.fits,4.58
1706,z_5_flares_03_gal_000_alma.fits,5.67
1707,z_5_flares_03_gal_084_alma.fits,9.28
1708,z_5_flares_09_gal_153_alma.fits,4.15
1709,z_5_flares_05_gal_020_alma.fits,9.5
1710,z_7_flares_32_gal_000_alma.fits,3.68
1711,z_6_flares_04_gal_080_alma.fits,4.05
1712,z_6_flares_03_gal_012_alma.fits,8.54
1713,z_6_flares_15_gal_047_alma.fits,3.55
1714,z_5_flares_04_gal_140_alma.fits,8.9
1715,z_5_flares_09_gal_031_alma.fits,5.86
1716,z_7_flares_03_gal_000_alma.fits,6.8
1717,z_5_flares_07_gal_008_alma.fits,5.24
1718,z_5_flares_21_gal_005_alma.fits,8.49
1719,z_5_flares_16_gal_028_alma.fits,3.28
1720,z_6_flares_00_gal_064_alma.fits,8.19
1721,z_7_flares_00_gal_022_alma.fits,3.2
1722,z_5_flares_14_gal_082_alma.fits,8.95
1723,z_5_flares_14_gal_154_alma.fits,4.29
1724,z_5_flares_18_gal_085_alma.fits,14.86
1725,z_5_flares_14_gal_074_alma.fits,5.2
1726,z_6_flares_05_gal_006_alma.fits,4.08
1727,z_5_flares_19_gal_061_alma.fits,8.66
1728,z_5_flares_19_gal_051_alma.fits,6.68
1729,z_7_flares_12_gal_015_alma.fits,5.31
1730,z_5_flares_14_gal_185_alma.fits,9.74
1731,z_7_flares_10_gal_034_alma.fits,3.66
1732,z_6_flares_07_gal_076_alma.fits,3.44
1733,z_5_flares_16_gal_080_alma.fits,6.27
1734,z_5_flares_03_gal_026_alma.fits,4.22
1735,z_6_flares_04_gal_031_alma.fits,3.71
1736,z_6_flares_06_gal_001_alma.fits,6.81
1737,z_6_flares_12_gal_004_alma.fits,4.7
1738,z_5_flares_06_gal_056_alma.fits,6.98
1739,z_5_flares_00_gal_133_alma.fits,11.09
1740,z_5_flares_15_gal_009_alma.fits,13.02
1741,z_6_flares_10_gal_057_alma.fits,6.97
1742,z_9_flares_13_gal_001_alma.fits,2.95
1743,z_6_flares_14_gal_007_alma.fits,11.33
1744,z_5_flares_11_gal_048_alma.fits,7.69
1745,z_5_flares_07_gal_132_alma.fits,12.48
1746,z_6_flares_02_gal_062_alma.fits,4.71
1747,z_5_flares_18_gal_046_alma.fits,11.81
1748,z_5_flares_23_gal_006_alma.fits,13.03
1749,z_7_flares_00_gal_008_alma.fits,3.29
1750,z_6_flares_00_gal_017_alma.fits,8.51
1751,z_5_flares_04_gal_068_alma.fits,9.64
1752,z_5_flares_09_gal_045_alma.fits,15.65
1753,z_8_flares_11_gal_000_alma.fits,4.81
1754,z_6_flares_02_gal_031_alma.fits,12.1
1755,z_5_flares_04_gal_101_alma.fits,5.82
1756,z_6_flares_02_gal_048_alma.fits,9.34
1757,z_7_flares_06_gal_009_alma.fits,4.16
1758,z_5_flares_07_gal_039_alma.fits,7.51
1759,z_6_flares_06_gal_005_alma.fits,4.82
1760,z_6_flares_02_gal_022_alma.fits,4.56
1761,z_5_flares_16_gal_106_alma.fits,4.77
1762,z_5_flares_06_gal_012_alma.fits,15.28
1763,z_5_flares_00_gal_206_alma.fits,13.11
1764,z_5_flares_11_gal_028_alma.fits,5.31
1765,z_5_flares_25_gal_007_alma.fits,11.64
1766,z_5_flares_22_gal_010_alma.fits,4.15
1767,z_7_flares_03_gal_005_alma.fits,4.28
1768,z_5_flares_19_gal_054_alma.fits,15.95
1769,z_5_flares_13_gal_112_alma.fits,12.66
1770,z_5_flares_01_gal_114_alma.fits,9.33
1771,z_5_flares_37_gal_012_alma.fits,14.96
1772,z_7_flares_06_gal_022_alma.fits,4.68
1773,z_6_flares_02_gal_060_alma.fits,3.86
1774,z_5_flares_14_gal_186_alma.fits,3.25
1775,z_5_flares_14_gal_023_alma.fits,5.19
1776,z_6_flares_09_gal_084_alma.fits,5.17
1777,z_5_flares_07_gal_065_alma.fits,11.37
1778,z_5_flares_00_gal_039_alma.fits,3.83
1779,z_8_flares_03_gal_002_alma.fits,6.18
1780,z_5_flares_06_gal_118_alma.fits,5.66
1781,z_5_flares_03_gal_006_alma.fits,7.92
1782,z_7_flares_05_gal_007_alma.fits,4.3
1783,z_5_flares_15_gal_072_alma.fits,5.08
1784,z_5_flares_03_gal_004_alma.fits,4.1
1785,z_6_flares_13_gal_051_alma.fits,6.9
1786,z_6_flares_12_gal_050_alma.fits,3.52
1787,z_5_flares_03_gal_064_alma.fits,6.58
1788,z_5_flares_11_gal_146_alma.fits,14.53
1789,z_5_flares_12_gal_080_alma.fits,6.34
1790,z_5_flares_12_gal_014_alma.fits,3.66
1791,z_5_flares_12_gal_128_alma.fits,12.36
1792,z_5_flares_04_gal_021_alma.fits,6.05
1793,z_8_flares_11_gal_004_alma.fits,3.11
1794,z_5_flares_06_gal_107_alma.fits,4.67
1795,z_5_flares_06_gal_196_alma.fits,9.56
1796,z_5_flares_07_gal_026_alma.fits,4.42
1797,z_5_flares_11_gal_163_alma.fits,4.06
1798,z_6_flares_08_gal_053_alma.fits,8.24
1799,z_5_flares_06_gal_185_alma.fits,5.71
1800,z_6_flares_00_gal_032_alma.fits,5.74
1801,z_5_flares_12_gal_145_alma.fits,13.38
1802,z_6_flares_15_gal_014_alma.fits,3.39
1803,z_6_flares_14_gal_076_alma.fits,7.1
1804,z_8_flares_13_gal_005_alma.fits,3.0
1805,z_6_flares_05_gal_043_alma.fits,3.62
1806,z_6_flares_04_gal_000_alma.fits,3.77
1807,z_5_flares_22_gal_003_alma.fits,3.54
1808,z_5_flares_21_gal_004_alma.fits,15.75
1809,z_6_flares_18_gal_017_alma.fits,5.48
1810,z_7_flares_00_gal_002_alma.fits,5.04
1811,z_6_flares_14_gal_072_alma.fits,6.0
1812,z_7_flares_11_gal_016_alma.fits,3.08
1813,z_5_flares_17_gal_102_alma.fits,3.29
1814,z_5_flares_27_gal_006_alma.fits,14.48
1815,z_6_flares_00_gal_025_alma.fits,5.23
1816,z_6_flares_17_gal_044_alma.fits,5.39
1817,z_6_flares_11_gal_094_alma.fits,5.83
1818,z_6_flares_18_gal_006_alma.fits,3.74
1819,z_5_flares_00_gal_025_alma.fits,8.88
1820,z_5_flares_00_gal_028_alma.fits,11.36
1821,z_5_flares_14_gal_012_alma.fits,5.08
1822,z_7_flares_12_gal_001_alma.fits,4.73
1823,z_6_flares_04_gal_082_alma.fits,11.0
1824,z_6_flares_15_gal_008_alma.fits,7.56
1825,z_5_flares_04_gal_127_alma.fits,5.32
1826,z_5_flares_03_gal_044_alma.fits,14.17
1827,z_8_flares_16_gal_004_alma.fits,3.36
1828,z_6_flares_11_gal_024_alma.fits,8.83
1829,z_5_flares_07_gal_181_alma.fits,8.49
1830,z_6_flares_01_gal_073_alma.fits,5.12
1831,z_9_flares_14_gal_005_alma.fits,5.26
1832,z_8_flares_05_gal_015_alma.fits,3.47
1833,z_7_flares_12_gal_018_alma.fits,9.34
1834,z_6_flares_01_gal_076_alma.fits,4.68
1835,z_5_flares_17_gal_004_alma.fits,7.48
1836,z_5_flares_11_gal_113_alma.fits,13.54
1837,z_5_flares_00_gal_132_alma.fits,10.9
1838,z_5_flares_11_gal_022_alma.fits,9.57
1839,z_5_flares_09_gal_090_alma.fits,13.96
1840,z_5_flares_05_gal_019_alma.fits,16.31
1841,z_5_flares_12_gal_137_alma.fits,3.89
1842,z_5_flares_09_gal_203_alma.fits,13.15
1843,z_5_flares_14_gal_017_alma.fits,12.32
1844,z_6_flares_01_gal_059_alma.fits,4.59
1845,z_5_flares_36_gal_001_alma.fits,4.25
1846,z_5_flares_18_gal_013_alma.fits,9.87
1847,z_5_flares_14_gal_126_alma.fits,11.44
1848,z_5_flares_06_gal_044_alma.fits,3.75
1849,z_5_flares_14_gal_170_alma.fits,6.86
1850,z_6_flares_04_gal_059_alma.fits,3.77
1851,z_8_flares_09_gal_011_alma.fits,3.8
1852,z_6_flares_15_gal_026_alma.fits,5.58
1853,z_5_flares_06_gal_103_alma.fits,9.93
1854,z_5_flares_12_gal_007_alma.fits,4.72
1855,z_6_flares_18_gal_021_alma.fits,5.33
1856,z_5_flares_05_gal_155_alma.fits,4.6
1857,z_6_flares_02_gal_063_alma.fits,12.05
1858,z_5_flares_10_gal_029_alma.fits,5.77
