,ID,SN
3039,z_5_flares_14_gal_041_alma.fits,4.87
3040,z_5_flares_12_gal_034_alma.fits,4.45
3041,z_5_flares_05_gal_173_alma.fits,14.49
3042,z_5_flares_13_gal_047_alma.fits,9.51
3043,z_5_flares_02_gal_114_alma.fits,8.47
3044,z_5_flares_22_gal_004_alma.fits,4.23
3045,z_6_flares_21_gal_003_alma.fits,7.0
3046,z_5_flares_15_gal_049_alma.fits,8.66
3047,z_5_flares_18_gal_071_alma.fits,11.14
3048,z_6_flares_09_gal_020_alma.fits,5.89
3049,z_8_flares_03_gal_003_alma.fits,4.05
3050,z_5_flares_15_gal_167_alma.fits,7.1
3051,z_5_flares_10_gal_094_alma.fits,6.86
3052,z_5_flares_02_gal_116_alma.fits,7.43
3053,z_7_flares_19_gal_004_alma.fits,2.99
3054,z_7_flares_12_gal_000_alma.fits,5.39
3055,z_5_flares_08_gal_071_alma.fits,6.67
3056,z_5_flares_08_gal_014_alma.fits,10.02
3057,z_5_flares_13_gal_026_alma.fits,4.41
3058,z_5_flares_18_gal_027_alma.fits,5.52
3059,z_5_flares_12_gal_144_alma.fits,7.76
3060,z_7_flares_01_gal_010_alma.fits,3.55
3061,z_5_flares_15_gal_034_alma.fits,7.72
3062,z_6_flares_11_gal_088_alma.fits,5.45
3063,z_5_flares_13_gal_089_alma.fits,8.69
3064,z_5_flares_06_gal_203_alma.fits,14.75
3065,z_5_flares_12_gal_051_alma.fits,11.72
3066,z_9_flares_22_gal_000_alma.fits,3.39
3067,z_5_flares_11_gal_140_alma.fits,4.85
3068,z_5_flares_06_gal_148_alma.fits,8.85
3069,z_6_flares_02_gal_015_alma.fits,5.22
3070,z_7_flares_08_gal_007_alma.fits,3.15
3071,z_5_flares_02_gal_076_alma.fits,3.18
3072,z_7_flares_07_gal_003_alma.fits,5.2
3073,z_5_flares_13_gal_066_alma.fits,3.33
3074,z_5_flares_06_gal_018_alma.fits,9.15
3075,z_8_flares_03_gal_014_alma.fits,5.13
3076,z_5_flares_00_gal_061_alma.fits,5.87
3077,z_6_flares_05_gal_022_alma.fits,3.52
3078,z_5_flares_08_gal_002_alma.fits,4.74
3079,z_6_flares_07_gal_015_alma.fits,6.3
3080,z_5_flares_15_gal_074_alma.fits,4.11
3081,z_6_flares_14_gal_095_alma.fits,3.59
3082,z_5_flares_15_gal_163_alma.fits,9.36
3083,z_6_flares_08_gal_005_alma.fits,7.6
3084,z_5_flares_07_gal_184_alma.fits,8.26
3085,z_5_flares_13_gal_124_alma.fits,5.24
3086,z_5_flares_12_gal_020_alma.fits,9.45
3087,z_5_flares_09_gal_173_alma.fits,6.18
3088,z_5_flares_06_gal_199_alma.fits,5.31
3089,z_5_flares_17_gal_021_alma.fits,3.59
3090,z_5_flares_10_gal_131_alma.fits,9.32
3091,z_5_flares_06_gal_133_alma.fits,3.47
3092,z_6_flares_02_gal_010_alma.fits,4.94
3093,z_6_flares_17_gal_009_alma.fits,5.59
3094,z_5_flares_09_gal_057_alma.fits,5.8
3095,z_7_flares_14_gal_025_alma.fits,2.89
3096,z_6_flares_08_gal_004_alma.fits,4.33
3097,z_5_flares_07_gal_140_alma.fits,9.9
3098,z_6_flares_07_gal_079_alma.fits,4.14
3099,z_5_flares_05_gal_041_alma.fits,5.41
3100,z_5_flares_04_gal_003_alma.fits,4.68
3101,z_6_flares_02_gal_029_alma.fits,6.2
3102,z_6_flares_14_gal_036_alma.fits,3.5
3103,z_5_flares_03_gal_018_alma.fits,3.09
3104,z_6_flares_12_gal_032_alma.fits,5.47
3105,z_5_flares_17_gal_064_alma.fits,4.54
3106,z_6_flares_16_gal_052_alma.fits,4.8
3107,z_5_flares_08_gal_030_alma.fits,9.13
3108,z_6_flares_10_gal_051_alma.fits,4.75
3109,z_5_flares_12_gal_022_alma.fits,11.88
3110,z_5_flares_06_gal_188_alma.fits,7.68
3111,z_5_flares_14_gal_206_alma.fits,13.34
3112,z_5_flares_08_gal_126_alma.fits,10.94
3113,z_6_flares_13_gal_013_alma.fits,3.83
3114,z_6_flares_05_gal_075_alma.fits,11.4
3115,z_6_flares_04_gal_068_alma.fits,4.14
3116,z_5_flares_20_gal_035_alma.fits,5.02
3117,z_7_flares_17_gal_002_alma.fits,5.13
3118,z_7_flares_16_gal_018_alma.fits,4.11
3119,z_6_flares_01_gal_011_alma.fits,6.8
3120,z_6_flares_01_gal_035_alma.fits,11.15
3121,z_5_flares_10_gal_027_alma.fits,8.94
3122,z_5_flares_00_gal_092_alma.fits,14.17
3123,z_6_flares_05_gal_019_alma.fits,10.73
3124,z_6_flares_11_gal_082_alma.fits,4.51
3125,z_8_flares_17_gal_003_alma.fits,4.48
3126,z_5_flares_05_gal_073_alma.fits,5.72
3127,z_6_flares_00_gal_068_alma.fits,13.52
3128,z_10_flares_10_gal_004_alma.fits,3.91
3129,z_5_flares_14_gal_134_alma.fits,7.24
3130,z_5_flares_07_gal_043_alma.fits,14.08
3131,z_5_flares_09_gal_183_alma.fits,4.23
3132,z_6_flares_13_gal_043_alma.fits,6.38
3133,z_5_flares_23_gal_027_alma.fits,10.56
3134,z_8_flares_17_gal_001_alma.fits,4.75
3135,z_7_flares_14_gal_031_alma.fits,3.56
3136,z_5_flares_04_gal_151_alma.fits,11.38
3137,z_6_flares_02_gal_018_alma.fits,7.86
3138,z_5_flares_06_gal_137_alma.fits,12.08
3139,z_6_flares_35_gal_003_alma.fits,4.43
3140,z_6_flares_12_gal_049_alma.fits,3.06
3141,z_7_flares_10_gal_040_alma.fits,3.71
3142,z_5_flares_00_gal_158_alma.fits,5.61
3143,z_6_flares_10_gal_033_alma.fits,3.43
3144,z_6_flares_16_gal_028_alma.fits,11.71
3145,z_7_flares_05_gal_012_alma.fits,3.09
3146,z_5_flares_06_gal_155_alma.fits,13.34
3147,z_8_flares_00_gal_010_alma.fits,4.23
3148,z_5_flares_12_gal_011_alma.fits,3.69
3149,z_5_flares_15_gal_045_alma.fits,10.57
3150,z_6_flares_07_gal_018_alma.fits,3.85
3151,z_7_flares_15_gal_017_alma.fits,3.62
3152,z_5_flares_02_gal_023_alma.fits,9.07
3153,z_5_flares_10_gal_162_alma.fits,11.51
3154,z_5_flares_01_gal_156_alma.fits,5.76
3155,z_8_flares_15_gal_013_alma.fits,3.66
3156,z_5_flares_06_gal_051_alma.fits,7.74
3157,z_5_flares_03_gal_139_alma.fits,6.53
3158,z_7_flares_32_gal_001_alma.fits,5.15
3159,z_5_flares_21_gal_025_alma.fits,4.43
3160,z_6_flares_06_gal_036_alma.fits,9.71
3161,z_5_flares_03_gal_089_alma.fits,7.65
3162,z_6_flares_37_gal_001_alma.fits,6.4
3163,z_7_flares_15_gal_026_alma.fits,3.95
3164,z_5_flares_08_gal_020_alma.fits,3.26
3165,z_5_flares_18_gal_094_alma.fits,16.02
3166,z_6_flares_13_gal_076_alma.fits,6.27
3167,z_5_flares_02_gal_124_alma.fits,12.29
3168,z_5_flares_01_gal_160_alma.fits,6.62
3169,z_5_flares_13_gal_056_alma.fits,8.86
3170,z_7_flares_10_gal_009_alma.fits,4.74
3171,z_5_flares_05_gal_148_alma.fits,7.79
3172,z_5_flares_18_gal_022_alma.fits,15.02
3173,z_7_flares_19_gal_012_alma.fits,5.03
3174,z_5_flares_00_gal_073_alma.fits,8.12
3175,z_5_flares_21_gal_034_alma.fits,6.89
3176,z_6_flares_14_gal_015_alma.fits,3.2
3177,z_5_flares_10_gal_137_alma.fits,6.21
3178,z_5_flares_03_gal_166_alma.fits,15.37
3179,z_6_flares_11_gal_059_alma.fits,12.0
3180,z_5_flares_15_gal_060_alma.fits,7.88
3181,z_6_flares_18_gal_011_alma.fits,3.05
3182,z_5_flares_11_gal_031_alma.fits,3.63
3183,z_6_flares_09_gal_057_alma.fits,12.54
3184,z_5_flares_02_gal_177_alma.fits,3.17
3185,z_6_flares_06_gal_043_alma.fits,5.92
3186,z_5_flares_32_gal_010_alma.fits,7.62
3187,z_6_flares_11_gal_060_alma.fits,3.96
3188,z_5_flares_20_gal_034_alma.fits,12.9
3189,z_5_flares_21_gal_024_alma.fits,11.28
3190,z_6_flares_04_gal_072_alma.fits,4.6
3191,z_5_flares_11_gal_131_alma.fits,13.3
3192,z_5_flares_05_gal_084_alma.fits,11.72
3193,z_6_flares_02_gal_054_alma.fits,5.44
3194,z_6_flares_00_gal_046_alma.fits,3.57
3195,z_5_flares_14_gal_071_alma.fits,4.03
3196,z_5_flares_12_gal_143_alma.fits,14.73
3197,z_5_flares_09_gal_050_alma.fits,3.89
3198,z_6_flares_05_gal_059_alma.fits,4.34
3199,z_8_flares_14_gal_002_alma.fits,3.27
3200,z_8_flares_11_gal_009_alma.fits,3.18
3201,z_5_flares_04_gal_085_alma.fits,4.79
3202,z_5_flares_10_gal_140_alma.fits,11.82
3203,z_7_flares_09_gal_038_alma.fits,3.72
3204,z_5_flares_00_gal_012_alma.fits,4.63
3205,z_6_flares_20_gal_008_alma.fits,5.14
3206,z_6_flares_17_gal_021_alma.fits,5.48
3207,z_5_flares_15_gal_039_alma.fits,7.92
3208,z_6_flares_14_gal_022_alma.fits,3.28
3209,z_6_flares_00_gal_067_alma.fits,4.15
3210,z_5_flares_10_gal_084_alma.fits,12.03
3211,z_6_flares_13_gal_063_alma.fits,4.69
3212,z_5_flares_01_gal_037_alma.fits,7.69
3213,z_5_flares_09_gal_184_alma.fits,10.71
3214,z_5_flares_11_gal_068_alma.fits,7.0
3215,z_5_flares_09_gal_148_alma.fits,6.39
3216,z_5_flares_36_gal_007_alma.fits,12.01
3217,z_5_flares_20_gal_038_alma.fits,8.05
3218,z_5_flares_09_gal_070_alma.fits,6.4
3219,z_7_flares_04_gal_018_alma.fits,6.5
3220,z_5_flares_03_gal_103_alma.fits,8.4
3221,z_6_flares_08_gal_095_alma.fits,3.16
3222,z_5_flares_15_gal_058_alma.fits,4.04
3223,z_6_flares_01_gal_056_alma.fits,4.14
3224,z_6_flares_06_gal_096_alma.fits,4.18
3225,z_6_flares_08_gal_117_alma.fits,4.46
3226,z_5_flares_07_gal_103_alma.fits,4.35
3227,z_5_flares_14_gal_201_alma.fits,6.24
3228,z_5_flares_02_gal_139_alma.fits,3.95
3229,z_5_flares_10_gal_017_alma.fits,5.26
3230,z_5_flares_08_gal_207_alma.fits,3.34
3231,z_5_flares_19_gal_005_alma.fits,7.09
3232,z_8_flares_02_gal_015_alma.fits,3.49
3233,z_7_flares_09_gal_005_alma.fits,3.39
3234,z_6_flares_08_gal_010_alma.fits,5.12
3235,z_5_flares_01_gal_135_alma.fits,4.82
3236,z_6_flares_10_gal_067_alma.fits,3.95
3237,z_6_flares_01_gal_002_alma.fits,9.18
3238,z_5_flares_03_gal_043_alma.fits,13.9
3239,z_5_flares_23_gal_005_alma.fits,10.52
3240,z_9_flares_08_gal_005_alma.fits,6.14
3241,z_8_flares_05_gal_011_alma.fits,3.3
3242,z_5_flares_08_gal_047_alma.fits,12.48
3243,z_8_flares_05_gal_012_alma.fits,3.6
3244,z_5_flares_03_gal_038_alma.fits,10.6
3245,z_5_flares_06_gal_195_alma.fits,4.74
3246,z_7_flares_15_gal_009_alma.fits,4.54
3247,z_6_flares_06_gal_022_alma.fits,13.33
3248,z_6_flares_09_gal_000_alma.fits,5.58
3249,z_5_flares_02_gal_172_alma.fits,7.55
3250,z_5_flares_13_gal_019_alma.fits,12.64
3251,z_5_flares_00_gal_153_alma.fits,13.49
3252,z_5_flares_05_gal_027_alma.fits,4.58
3253,z_8_flares_37_gal_000_alma.fits,3.64
3254,z_6_flares_02_gal_021_alma.fits,5.4
3255,z_6_flares_04_gal_005_alma.fits,8.63
3256,z_8_flares_02_gal_000_alma.fits,3.07
3257,z_5_flares_18_gal_078_alma.fits,12.57
3258,z_5_flares_17_gal_054_alma.fits,3.52
3259,z_5_flares_21_gal_028_alma.fits,8.73
3260,z_6_flares_07_gal_067_alma.fits,5.21
3261,z_5_flares_17_gal_071_alma.fits,7.02
3262,z_7_flares_04_gal_013_alma.fits,3.76
3263,z_5_flares_08_gal_203_alma.fits,7.95
3264,z_6_flares_17_gal_033_alma.fits,3.48
3265,z_5_flares_03_gal_078_alma.fits,11.21
3266,z_6_flares_08_gal_032_alma.fits,4.56
3267,z_5_flares_04_gal_195_alma.fits,6.3
3268,z_5_flares_15_gal_119_alma.fits,7.89
3269,z_6_flares_00_gal_069_alma.fits,4.94
3270,z_6_flares_03_gal_032_alma.fits,3.87
3271,z_5_flares_08_gal_142_alma.fits,3.22
3272,z_5_flares_04_gal_213_alma.fits,15.19
3273,z_5_flares_13_gal_029_alma.fits,14.29
3274,z_7_flares_10_gal_023_alma.fits,3.49
3275,z_5_flares_15_gal_206_alma.fits,10.05
3276,z_7_flares_06_gal_004_alma.fits,4.27
3277,z_5_flares_11_gal_034_alma.fits,4.41
3278,z_5_flares_03_gal_082_alma.fits,4.17
3279,z_5_flares_14_gal_055_alma.fits,7.69
3280,z_5_flares_14_gal_198_alma.fits,4.86
3281,z_6_flares_07_gal_069_alma.fits,3.44
3282,z_8_flares_12_gal_009_alma.fits,3.66
3283,z_5_flares_08_gal_189_alma.fits,10.54
3284,z_5_flares_13_gal_142_alma.fits,9.12
3285,z_6_flares_11_gal_031_alma.fits,2.73
3286,z_6_flares_32_gal_001_alma.fits,7.55
3287,z_6_flares_03_gal_047_alma.fits,10.49
3288,z_5_flares_11_gal_106_alma.fits,15.31
3289,z_5_flares_11_gal_127_alma.fits,8.51
3290,z_6_flares_15_gal_034_alma.fits,4.26
3291,z_5_flares_03_gal_162_alma.fits,15.74
3292,z_5_flares_18_gal_016_alma.fits,7.9
3293,z_6_flares_04_gal_075_alma.fits,3.34
3294,z_6_flares_00_gal_014_alma.fits,5.47
3295,z_6_flares_05_gal_028_alma.fits,6.34
3296,z_5_flares_14_gal_037_alma.fits,6.83
3297,z_5_flares_14_gal_084_alma.fits,3.11
3298,z_5_flares_06_gal_163_alma.fits,3.92
3299,z_8_flares_05_gal_014_alma.fits,6.03
3300,z_5_flares_12_gal_135_alma.fits,4.54
3301,z_6_flares_09_gal_003_alma.fits,4.68
3302,z_10_flares_15_gal_000_alma.fits,4.83
3303,z_5_flares_21_gal_027_alma.fits,10.38
3304,z_8_flares_02_gal_008_alma.fits,5.11
3305,z_5_flares_00_gal_074_alma.fits,5.65
3306,z_5_flares_08_gal_008_alma.fits,7.0
3307,z_5_flares_15_gal_111_alma.fits,8.1
3308,z_5_flares_13_gal_015_alma.fits,10.2
3309,z_6_flares_11_gal_077_alma.fits,6.3
3310,z_5_flares_09_gal_151_alma.fits,7.18
3311,z_6_flares_02_gal_011_alma.fits,8.25
3312,z_5_flares_01_gal_074_alma.fits,4.28
3313,z_5_flares_04_gal_165_alma.fits,6.14
3314,z_5_flares_06_gal_091_alma.fits,6.3
3315,z_6_flares_12_gal_012_alma.fits,4.01
3316,z_7_flares_04_gal_041_alma.fits,4.04
3317,z_5_flares_05_gal_060_alma.fits,11.04
3318,z_6_flares_06_gal_056_alma.fits,8.64
3319,z_5_flares_01_gal_195_alma.fits,8.78
3320,z_6_flares_13_gal_059_alma.fits,3.8
3321,z_5_flares_01_gal_137_alma.fits,3.67
3322,z_9_flares_06_gal_001_alma.fits,3.63
3323,z_10_flares_12_gal_001_alma.fits,3.15
3324,z_5_flares_06_gal_057_alma.fits,9.25
3325,z_10_flares_05_gal_002_alma.fits,3.06
3326,z_6_flares_07_gal_014_alma.fits,10.61
3327,z_5_flares_03_gal_028_alma.fits,10.46
3328,z_5_flares_11_gal_049_alma.fits,5.27
3329,z_5_flares_15_gal_173_alma.fits,4.25
3330,z_5_flares_07_gal_122_alma.fits,7.92
3331,z_5_flares_11_gal_190_alma.fits,8.64
3332,z_5_flares_14_gal_086_alma.fits,6.19
3333,z_5_flares_04_gal_039_alma.fits,5.9
3334,z_5_flares_03_gal_005_alma.fits,9.7
3335,z_6_flares_17_gal_035_alma.fits,8.46
3336,z_6_flares_04_gal_027_alma.fits,4.22
3337,z_7_flares_00_gal_007_alma.fits,3.01
3338,z_6_flares_05_gal_069_alma.fits,3.97
3339,z_6_flares_21_gal_010_alma.fits,3.05
3340,z_6_flares_12_gal_055_alma.fits,7.77
3341,z_5_flares_09_gal_195_alma.fits,3.55
3342,z_6_flares_07_gal_054_alma.fits,12.2
3343,z_6_flares_04_gal_014_alma.fits,6.3
3344,z_5_flares_10_gal_053_alma.fits,15.91
3345,z_5_flares_12_gal_099_alma.fits,6.3
3346,z_6_flares_08_gal_062_alma.fits,8.86
3347,z_6_flares_11_gal_095_alma.fits,4.5
3348,z_5_flares_06_gal_168_alma.fits,3.75
3349,z_5_flares_16_gal_085_alma.fits,9.23
3350,z_5_flares_01_gal_059_alma.fits,4.94
3351,z_6_flares_07_gal_060_alma.fits,8.47
3352,z_5_flares_23_gal_007_alma.fits,9.84
3353,z_5_flares_13_gal_082_alma.fits,3.69
3354,z_6_flares_16_gal_002_alma.fits,7.78
3355,z_5_flares_14_gal_125_alma.fits,3.82
3356,z_10_flares_10_gal_001_alma.fits,3.07
3357,z_6_flares_16_gal_040_alma.fits,5.03
3358,z_5_flares_22_gal_007_alma.fits,13.21
3359,z_6_flares_06_gal_077_alma.fits,5.66
3360,z_6_flares_07_gal_058_alma.fits,3.64
3361,z_6_flares_17_gal_053_alma.fits,4.64
3362,z_5_flares_11_gal_041_alma.fits,8.39
3363,z_5_flares_01_gal_077_alma.fits,13.02
3364,z_5_flares_04_gal_010_alma.fits,3.58
3365,z_5_flares_07_gal_044_alma.fits,5.14
3366,z_5_flares_04_gal_055_alma.fits,10.7
3367,z_6_flares_02_gal_046_alma.fits,7.51
3368,z_5_flares_04_gal_115_alma.fits,15.86
3369,z_5_flares_13_gal_176_alma.fits,13.94
3370,z_5_flares_05_gal_105_alma.fits,10.31
3371,z_6_flares_17_gal_024_alma.fits,5.17
3372,z_8_flares_15_gal_007_alma.fits,4.53
3373,z_5_flares_06_gal_026_alma.fits,3.3
3374,z_7_flares_03_gal_025_alma.fits,15.46
3375,z_7_flares_17_gal_008_alma.fits,3.71
3376,z_5_flares_06_gal_019_alma.fits,7.47
3377,z_5_flares_12_gal_126_alma.fits,12.66
3378,z_5_flares_01_gal_068_alma.fits,14.25
3379,z_8_flares_06_gal_013_alma.fits,4.68
3380,z_6_flares_12_gal_076_alma.fits,5.74
3381,z_5_flares_04_gal_012_alma.fits,13.31
3382,z_5_flares_05_gal_004_alma.fits,6.35
3383,z_5_flares_00_gal_106_alma.fits,16.06
3384,z_5_flares_01_gal_032_alma.fits,3.86
3385,z_6_flares_09_gal_042_alma.fits,3.64
3386,z_7_flares_10_gal_019_alma.fits,3.56
3387,z_7_flares_08_gal_051_alma.fits,14.12
3388,z_6_flares_07_gal_032_alma.fits,8.52
3389,z_8_flares_09_gal_008_alma.fits,3.8
3390,z_6_flares_08_gal_088_alma.fits,4.24
3391,z_6_flares_26_gal_000_alma.fits,4.0
3392,z_8_flares_15_gal_001_alma.fits,5.21
3393,z_5_flares_00_gal_063_alma.fits,10.0
3394,z_5_flares_11_gal_183_alma.fits,4.2
3395,z_5_flares_08_gal_165_alma.fits,11.5
3396,z_5_flares_11_gal_004_alma.fits,13.98
3397,z_5_flares_13_gal_189_alma.fits,13.95
3398,z_6_flares_09_gal_089_alma.fits,5.53
3399,z_7_flares_01_gal_018_alma.fits,2.78
3400,z_6_flares_04_gal_017_alma.fits,6.39
3401,z_7_flares_07_gal_042_alma.fits,3.14
3402,z_5_flares_09_gal_210_alma.fits,9.25
3403,z_5_flares_09_gal_078_alma.fits,3.15
3404,z_6_flares_08_gal_094_alma.fits,3.45
3405,z_5_flares_08_gal_044_alma.fits,3.62
3406,z_6_flares_26_gal_001_alma.fits,3.86
3407,z_5_flares_05_gal_040_alma.fits,3.62
3408,z_5_flares_22_gal_011_alma.fits,14.9
3409,z_6_flares_01_gal_001_alma.fits,3.29
3410,z_6_flares_02_gal_023_alma.fits,7.08
3411,z_5_flares_10_gal_118_alma.fits,4.38
3412,z_5_flares_12_gal_120_alma.fits,9.23
3413,z_7_flares_14_gal_004_alma.fits,4.07
3414,z_6_flares_06_gal_040_alma.fits,3.69
3415,z_6_flares_15_gal_083_alma.fits,11.79
3416,z_5_flares_05_gal_062_alma.fits,8.29
3417,z_6_flares_10_gal_056_alma.fits,4.36
3418,z_5_flares_15_gal_027_alma.fits,4.25
3419,z_7_flares_13_gal_027_alma.fits,6.58
3420,z_5_flares_09_gal_107_alma.fits,10.07
3421,z_5_flares_15_gal_095_alma.fits,4.51
3422,z_5_flares_06_gal_141_alma.fits,7.68
3423,z_6_flares_02_gal_017_alma.fits,3.74
3424,z_9_flares_04_gal_000_alma.fits,3.04
3425,z_5_flares_10_gal_051_alma.fits,6.85
3426,z_6_flares_02_gal_039_alma.fits,5.39
3427,z_5_flares_18_gal_000_alma.fits,5.99
3428,z_5_flares_00_gal_196_alma.fits,11.48
3429,z_7_flares_07_gal_047_alma.fits,2.82
3430,z_5_flares_12_gal_077_alma.fits,5.89
3431,z_6_flares_06_gal_058_alma.fits,3.5
3432,z_7_flares_01_gal_002_alma.fits,7.65
3433,z_5_flares_04_gal_171_alma.fits,6.9
3434,z_6_flares_12_gal_075_alma.fits,3.75
3435,z_5_flares_02_gal_041_alma.fits,5.21
3436,z_7_flares_00_gal_010_alma.fits,5.06
3437,z_5_flares_10_gal_050_alma.fits,14.47
3438,z_6_flares_07_gal_040_alma.fits,5.6
3439,z_6_flares_08_gal_040_alma.fits,5.49
3440,z_5_flares_10_gal_126_alma.fits,6.58
3441,z_7_flares_06_gal_018_alma.fits,3.47
3442,z_5_flares_18_gal_088_alma.fits,12.1
3443,z_5_flares_03_gal_123_alma.fits,9.88
3444,z_5_flares_00_gal_019_alma.fits,6.37
3445,z_5_flares_01_gal_134_alma.fits,4.21
3446,z_5_flares_16_gal_072_alma.fits,3.5
3447,z_5_flares_13_gal_070_alma.fits,11.13
3448,z_6_flares_03_gal_061_alma.fits,4.46
3449,z_5_flares_13_gal_119_alma.fits,9.86
3450,z_6_flares_00_gal_063_alma.fits,7.75
3451,z_5_flares_02_gal_109_alma.fits,4.81
3452,z_5_flares_09_gal_169_alma.fits,10.49
3453,z_6_flares_12_gal_013_alma.fits,9.13
3454,z_5_flares_01_gal_151_alma.fits,5.6
3455,z_5_flares_12_gal_016_alma.fits,9.17
3456,z_6_flares_01_gal_006_alma.fits,3.3
3457,z_7_flares_09_gal_017_alma.fits,5.85
3458,z_7_flares_07_gal_038_alma.fits,4.24
3459,z_5_flares_05_gal_059_alma.fits,6.57
3460,z_10_flares_13_gal_001_alma.fits,2.86
3461,z_5_flares_09_gal_058_alma.fits,12.17
3462,z_5_flares_12_gal_045_alma.fits,10.67
3463,z_7_flares_10_gal_025_alma.fits,3.74
3464,z_5_flares_21_gal_043_alma.fits,13.16
3465,z_5_flares_12_gal_039_alma.fits,8.92
3466,z_5_flares_01_gal_118_alma.fits,4.61
3467,z_5_flares_12_gal_124_alma.fits,7.52
3468,z_5_flares_07_gal_134_alma.fits,12.44
3469,z_5_flares_05_gal_134_alma.fits,7.58
3470,z_7_flares_02_gal_023_alma.fits,5.38
3471,z_5_flares_13_gal_057_alma.fits,4.97
3472,z_5_flares_19_gal_010_alma.fits,7.52
3473,z_5_flares_06_gal_010_alma.fits,16.24
3474,z_5_flares_09_gal_154_alma.fits,7.94
3475,z_6_flares_14_gal_000_alma.fits,10.27
3476,z_5_flares_03_gal_009_alma.fits,14.18
3477,z_7_flares_00_gal_031_alma.fits,8.42
3478,z_5_flares_14_gal_087_alma.fits,4.17
3479,z_9_flares_00_gal_000_alma.fits,4.62
3480,z_9_flares_01_gal_002_alma.fits,4.04
3481,z_9_flares_03_gal_006_alma.fits,6.57
3482,z_6_flares_14_gal_003_alma.fits,5.59
3483,z_5_flares_12_gal_098_alma.fits,11.92
3484,z_5_flares_36_gal_005_alma.fits,6.26
3485,z_7_flares_07_gal_002_alma.fits,5.2
3486,z_7_flares_16_gal_002_alma.fits,4.79
3487,z_7_flares_00_gal_005_alma.fits,3.84
3488,z_7_flares_07_gal_019_alma.fits,3.47
3489,z_6_flares_10_gal_003_alma.fits,6.64
3490,z_5_flares_05_gal_018_alma.fits,11.54
3491,z_7_flares_05_gal_011_alma.fits,6.0
3492,z_5_flares_15_gal_142_alma.fits,13.05
3493,z_5_flares_17_gal_029_alma.fits,15.39
3494,z_5_flares_06_gal_105_alma.fits,5.62
3495,z_5_flares_10_gal_096_alma.fits,4.25
3496,z_6_flares_17_gal_050_alma.fits,7.99
3497,z_5_flares_10_gal_122_alma.fits,5.48
3498,z_5_flares_16_gal_060_alma.fits,11.62
3499,z_5_flares_08_gal_162_alma.fits,5.31
3500,z_6_flares_13_gal_092_alma.fits,5.88
3501,z_5_flares_25_gal_009_alma.fits,3.63
3502,z_6_flares_01_gal_064_alma.fits,6.29
3503,z_6_flares_11_gal_022_alma.fits,9.25
3504,z_5_flares_01_gal_102_alma.fits,6.81
3505,z_7_flares_10_gal_018_alma.fits,3.68
3506,z_7_flares_08_gal_009_alma.fits,5.89
3507,z_5_flares_15_gal_025_alma.fits,3.91
3508,z_7_flares_14_gal_042_alma.fits,5.32
3509,z_5_flares_12_gal_070_alma.fits,10.55
3510,z_7_flares_03_gal_011_alma.fits,2.67
3511,z_6_flares_05_gal_023_alma.fits,3.58
3512,z_6_flares_12_gal_024_alma.fits,4.79
3513,z_8_flares_00_gal_021_alma.fits,4.56
3514,z_6_flares_34_gal_002_alma.fits,5.16
3515,z_7_flares_14_gal_034_alma.fits,5.2
3516,z_5_flares_10_gal_104_alma.fits,7.44
3517,z_5_flares_09_gal_068_alma.fits,13.63
3518,z_5_flares_15_gal_103_alma.fits,10.73
3519,z_6_flares_04_gal_067_alma.fits,5.09
3520,z_5_flares_15_gal_031_alma.fits,7.49
3521,z_5_flares_07_gal_091_alma.fits,4.65
3522,z_7_flares_20_gal_001_alma.fits,3.17
3523,z_5_flares_03_gal_128_alma.fits,2.77
3524,z_5_flares_06_gal_161_alma.fits,6.26
3525,z_5_flares_00_gal_184_alma.fits,15.09
3526,z_6_flares_16_gal_007_alma.fits,4.73
3527,z_6_flares_06_gal_004_alma.fits,3.49
3528,z_5_flares_11_gal_083_alma.fits,5.46
3529,z_7_flares_13_gal_008_alma.fits,2.72
3530,z_5_flares_15_gal_029_alma.fits,6.91
3531,z_6_flares_03_gal_028_alma.fits,5.6
3532,z_5_flares_14_gal_062_alma.fits,11.11
3533,z_5_flares_15_gal_151_alma.fits,9.41
3534,z_6_flares_00_gal_048_alma.fits,3.69
3535,z_8_flares_13_gal_010_alma.fits,3.4
3536,z_6_flares_09_gal_069_alma.fits,3.21
3537,z_5_flares_32_gal_000_alma.fits,7.75
3538,z_5_flares_00_gal_186_alma.fits,7.71
3539,z_5_flares_01_gal_060_alma.fits,13.42
3540,z_5_flares_12_gal_122_alma.fits,4.41
3541,z_5_flares_09_gal_132_alma.fits,7.98
3542,z_7_flares_15_gal_025_alma.fits,4.15
3543,z_6_flares_11_gal_014_alma.fits,3.55
3544,z_5_flares_00_gal_188_alma.fits,14.74
3545,z_6_flares_15_gal_035_alma.fits,4.53
3546,z_7_flares_13_gal_000_alma.fits,4.34
3547,z_5_flares_12_gal_094_alma.fits,7.98
3548,z_6_flares_06_gal_087_alma.fits,4.22
3549,z_5_flares_17_gal_011_alma.fits,14.93
3550,z_7_flares_19_gal_005_alma.fits,2.61
3551,z_5_flares_19_gal_042_alma.fits,4.49
3552,z_5_flares_00_gal_194_alma.fits,6.77
3553,z_5_flares_03_gal_095_alma.fits,3.6
3554,z_6_flares_06_gal_055_alma.fits,3.93
3555,z_6_flares_09_gal_056_alma.fits,9.23
3556,z_5_flares_03_gal_114_alma.fits,6.14
