,ID,Center x,Center y,HLR circ,HLR ellip,Flag,Total objects,C,A,S,Sersic Flag,sersic_amplitude,sersic_rhalf,sersic_n,sersic_xc,sersic_yc,sersic_ellip,sersic_theta,sersic_chi2_dof
1664,/home/projects/dtu_00026/people/paupun/preinducednoisealmac3/z_5_flares_11_gal_112_alma.fits,158.00000044140506,134.9999997858459,0.9864134835514613,1.3671848626575047,0,5,1.8153142166614806,0.08287883542210224,0.0833902575345601,0,1352253.727487006,26.680112751401943,0.4920221983926698,157.70095805692472,134.840232990319,0.49667699187794734,0.1360331188860208,7010397.69505826
1665,/home/projects/dtu_00026/people/paupun/preinducednoisealmac3/z_6_flares_14_gal_077_alma.fits,13.011232634883816,334.79089042903183,2.0488986615568963,2.6349355999511626,0,6,1.786522508932387,0.3856554281637695,0.04898402241109963,2,7371.228671260466,2362.342678217734,2.329065333524788,15.322271081357812,339.2718752861383,0.4204219379297721,1.2538092634988791,152742390.36709896
1666,/home/projects/dtu_00026/people/paupun/preinducednoisealmac3/z_6_flares_27_gal_000_alma.fits,199.00000001191665,200.97587507617536,1.92636867741039,2.082070486164338,0,2,1.873278198111161,0.16494963114200475,0.034341295218757825,0,116228.5663969917,18.856129958770012,0.5900533674550823,198.8466256768907,200.81824467486774,0.13972945864511327,0.009430089440800322,39851295.48484443
1667,/home/projects/dtu_00026/people/paupun/preinducednoisealmac3/z_6_flares_20_gal_020_alma.fits,200.5959612011522,199.01875832623682,1.280724632123402,1.5500706679392857,0,5,1.717177015948248,0.08750787574582285,0.04886659498035065,0,165974.15923468274,19.0694066557422,0.5261448649877856,200.75221849210646,199.14721319717384,0.3130898844077215,2.9371215242603737,2921158.1383048072
1668,/home/projects/dtu_00026/people/paupun/preinducednoisealmac3/z_5_flares_11_gal_169_alma.fits,196.35842717453374,200.75706956133712,2.7036457415260977,3.2578066717812413,0,1,1.9727469530644983,0.1844215473882409,0.04329309821937188,0,51430.59423121508,26.703696592109985,0.5765313805631678,196.09727336703878,200.84006817887587,0.3218616974924213,2.6358491822861705,27426965.20720666
1669,/home/projects/dtu_00026/people/paupun/preinducednoisealmac3/z_5_flares_08_gal_009_alma.fits,186.9973731692475,203.49942490500808,1.8715672967019192,2.396082210720845,0,3,1.7941453481851921,0.37978686454257776,0.0634775008773913,0,222127.73662204805,60.12961872962241,0.8214154332871242,191.09132456320748,202.81816644627904,0.49942935654469756,3.133048709005902,220962218.50104973
1670,/home/projects/dtu_00026/people/paupun/preinducednoisealmac3/z_5_flares_14_gal_157_alma.fits,201.4999999386788,203.5000007118541,1.1465904658470156,1.3349302597325943,0,8,1.6678251663479118,0.3244438291941664,0.061396178615169356,0,252143.9198628463,58.9109643606155,0.9652237532197039,201.36628182672303,203.18171406964126,0.24906616558029734,2.0261013326906356,74762753.93034257
1671,/home/projects/dtu_00026/people/paupun/preinducednoisealmac3/z_5_flares_15_gal_108_alma.fits,201.06769166764923,199.27644321752732,1.9077113373294692,2.4522612786592326,0,3,1.956675325301256,0.10455709802472846,0.059094688671200955,0,136015.49347939974,22.19672960698582,0.604163030051315,200.97486908307386,199.29495359673325,0.3715749457162715,2.9531818916575343,31236474.129704714
1672,/home/projects/dtu_00026/people/paupun/preinducednoisealmac3/z_5_flares_16_gal_020_alma.fits,127.50298083989921,226.49999996958434,1.2130156849977916,1.4797617006120083,0,6,1.7202721412103408,0.08801826264683353,0.05135464067034978,0,2880716.5042405077,17.925247725671234,0.5173572547249895,127.47631323615283,226.48978455687774,0.32547685415961203,2.7042433712212004,108474385.86701477
1673,/home/projects/dtu_00026/people/paupun/preinducednoisealmac3/z_5_flares_09_gal_160_alma.fits,162.98846298660223,55.920644003213354,0.8736427396772153,1.0171663915026423,0,4,1.6125700864871793,0.1026930791867045,0.07498794772693751,0,796502.6743812299,17.121842818981584,0.502664057175277,162.66271301492517,55.793345043394986,0.2949054683914137,2.916137600114573,2707336.5328566795
1674,/home/projects/dtu_00026/people/paupun/preinducednoisealmac3/z_5_flares_10_gal_074_alma.fits,197.67410907778762,204.17900272787716,2.2985275209579155,2.4586971425742417,0,1,1.956373857467717,0.08918689976556274,0.02829288855827925,0,109654.8690472924,19.011184037959886,0.5264728816963329,197.80415562101985,204.03548896266685,0.13227199285661606,1.8971703005439535,13638239.288172837
1675,/home/projects/dtu_00026/people/paupun/preinducednoisealmac3/z_6_flares_01_gal_067_alma.fits,199.57269869157437,200.48697496801267,1.7754512340275133,1.9381015107257589,0,1,1.8435775725304198,0.0553546404596995,0.03788693031420339,0,272349.35148869094,16.52643692085985,0.5061839447534918,199.63848166164655,200.4900183444986,0.16275362491268047,3.1114607050010283,8913468.959746297
1676,/home/projects/dtu_00026/people/paupun/preinducednoisealmac3/z_5_flares_11_gal_177_alma.fits,199.7524994581322,200.29943422552196,1.9833823644703115,2.146675087521426,0,1,1.9815514711565645,0.10298688277995567,0.04175680194421732,0,161459.81785891886,16.63334135275209,0.5522364730126714,199.76688999384197,200.44418978737798,0.148777955799385,0.19173178383114897,33707049.175421745
1677,/home/projects/dtu_00026/people/paupun/preinducednoisealmac3/z_7_flares_11_gal_004_alma.fits,20.50000000097235,52.99669813512517,1.0351912905663774,1.2572141089409679,0,4,1.6390978236578273,0.09987247558514231,0.06705712464492568,0,1118369.132142689,22.909811065165677,0.5411431328377997,20.434209804204777,53.21709155053273,0.31905997367003663,2.4673452058276606,14700590.608615093
1678,/home/projects/dtu_00026/people/paupun/preinducednoisealmac3/z_5_flares_10_gal_107_alma.fits,145.51135808991486,326.50000001553826,1.4500112388830821,1.6130255449299746,0,4,1.6514427906500087,0.17450338753519934,0.04303131742247477,0,705153.0019060611,24.65782461004626,0.5920659818240555,145.83909306077675,326.3861635245136,0.21504420955788103,0.08270268179566696,70073064.79134846
1679,/home/projects/dtu_00026/people/paupun/preinducednoisealmac3/z_5_flares_11_gal_086_alma.fits,189.51138213139433,206.0000000182285,1.0229965604689062,1.4479053760371197,0,6,1.891371990550056,0.12909885164113102,0.0788645282413419,0,1419297.7308017542,25.877415368167867,0.5464732943550271,189.83747187326424,206.01377494674506,0.5231489550177357,2.536795468650654,39835756.97742852
