,ID,Redshift,Lum 156um,HLR 156um
204,z_5/flares_16/gal_017,5,2.989903508591916e+32,1.6861466228263193
205,z_5/flares_16/gal_098,5,1.4026035959705763e+31,3.057166846633882
206,z_5/flares_16/gal_058,5,1.2126555672907404e+32,1.0487167226264256
207,z_5/flares_16/gal_105,5,2.3435375732423796e+31,4.440750183351779
208,z_5/flares_16/gal_038,5,1.119498163171105e+32,1.6656269198327833
209,z_5/flares_16/gal_011,5,1.3302954639717696e+31,4.734065969878077
210,z_5/flares_16/gal_068,5,9.9584213597614e+30,28.78884829152689
211,z_5/flares_16/gal_082,5,1.5747689738886684e+32,1.8681303516190144
212,z_5/flares_16/gal_018,5,3.0642440139878533e+31,3.913796698359497
213,z_5/flares_16/gal_073,5,1.6024924741951921e+32,2.1567690845230363
214,z_5/flares_16/gal_001,5,2.700961916503575e+32,2.3924213689497766
215,z_5/flares_16/gal_034,5,1.6087394095866634e+32,1.447903426636058
216,z_5/flares_16/gal_009,5,2.9211140812130774e+32,1.9638867950450019
217,z_5/flares_16/gal_087,5,9.335964371629349e+30,15.3866754068795
218,z_5/flares_16/gal_025,5,1.2116634714094795e+31,6.872828651674712
219,z_5/flares_16/gal_078,5,7.254538116249465e+30,26.06970681188815
220,z_5/flares_16/gal_043,5,7.800776483151755e+31,2.0824375347421484
221,z_5/flares_16/gal_067,5,9.664812969992014e+31,2.2145126833623925
222,z_5/flares_16/gal_016,5,7.403980939092514e+30,25.259479111782888
223,z_5/flares_16/gal_115,5,6.504576375854643e+31,1.2174299772708848
224,z_5/flares_16/gal_100,5,3.194853972160463e+31,2.0824889609214634
225,z_5/flares_16/gal_071,5,1.5207734188462056e+32,2.0753976723907144
226,z_5/flares_16/gal_110,5,8.356207072261546e+30,6.035706201718758
227,z_5/flares_16/gal_096,5,2.170478244203988e+31,1.7210619665063156
228,z_5/flares_16/gal_057,5,5.988320383358568e+31,2.1419150939853604
229,z_5/flares_16/gal_015,5,7.948403831909212e+31,2.2945989465248524
230,z_5/flares_16/gal_114,5,1.106741760087888e+31,4.041149451042994
231,z_5/flares_16/gal_107,5,1.7068914592288352e+31,1.662335215050427
232,z_5/flares_16/gal_008,5,3.9924941218101168e+31,1.568822264446197
233,z_5/flares_16/gal_116,5,1.1122490838781611e+31,3.593379156043339
234,z_5/flares_16/gal_065,5,8.271819001299401e+30,24.267156650137423
235,z_5/flares_16/gal_089,5,6.416286171563707e+31,1.5221336734103772
236,z_5/flares_16/gal_047,5,9.817683644965506e+31,3.1075929034002505
237,z_5/flares_16/gal_081,5,6.967417969653891e+30,15.963464824234766
238,z_5/flares_16/gal_041,5,2.2702801621823014e+32,2.7320498482389626
239,z_5/flares_16/gal_072,5,3.6458152509826884e+31,1.2862976516210782
240,z_5/flares_16/gal_006,5,4.1145165898728885e+31,1.73604953663098
241,z_5/flares_16/gal_076,5,2.040468998107381e+31,2.2368630135413463
242,z_5/flares_16/gal_050,5,5.380855940383366e+30,27.469885568331943
243,z_5/flares_16/gal_080,5,1.3435414939681626e+31,6.59460644886388
244,z_5/flares_16/gal_090,5,4.1757891199282435e+31,1.105842531482901
245,z_5/flares_16/gal_052,5,1.9179200256541617e+31,17.55522993209477
246,z_5/flares_16/gal_002,5,3.403121943050616e+32,2.0806445444406956
247,z_5/flares_16/gal_046,5,3.611824661336815e+31,2.556794689091885
248,z_5/flares_16/gal_026,5,1.2905964351930581e+32,2.1914288696937314
249,z_5/flares_16/gal_019,5,3.737216725912569e+31,1.4715376870221177
250,z_5/flares_16/gal_054,5,9.301006947631184e+31,1.7619502367485596
251,z_5/flares_16/gal_064,5,1.2692105779988943e+32,2.1264669661698234
252,z_5/flares_16/gal_091,5,1.9556107712548304e+31,2.6934989465989894
253,z_5/flares_16/gal_111,5,6.85259855127712e+30,10.237229920644682
254,z_5/flares_16/gal_003,5,3.6977936094062234e+31,2.670263930138373
255,z_5/flares_16/gal_070,5,5.971282964451515e+30,19.946054957190253
256,z_5/flares_16/gal_033,5,1.013132514626528e+32,2.4155353941447135
257,z_5/flares_16/gal_040,5,3.881059956494975e+31,1.5764605396985805
258,z_5/flares_16/gal_031,5,3.9092549778242607e+31,3.5231090683209283
259,z_5/flares_16/gal_109,5,8.447691287851529e+30,10.860236903798832
260,z_5/flares_16/gal_051,5,8.999488450973217e+31,1.3416987201723163
261,z_5/flares_16/gal_021,5,9.603394894813155e+31,2.1084741362942454
262,z_5/flares_16/gal_102,5,4.8816353687478595e+31,2.2985250482641737
263,z_5/flares_16/gal_007,5,1.858969646753727e+32,2.630639977554336
264,z_5/flares_16/gal_112,5,9.987725426102083e+30,4.206252647699614
265,z_5/flares_16/gal_030,5,8.167111474817583e+30,34.9548137867516
266,z_5/flares_16/gal_010,5,2.0618473381003266e+32,2.5453100881656465
267,z_5/flares_16/gal_062,5,2.095096189481757e+31,2.520097296388975
268,z_5/flares_16/gal_066,5,1.7213296326308006e+31,13.743059123111946
269,z_5/flares_16/gal_085,5,3.6072531357762484e+31,2.7944361163587885
270,z_5/flares_16/gal_012,5,1.4873392516448401e+31,2.3118740154194786
271,z_5/flares_16/gal_074,5,2.423002456481297e+31,1.3125608116444067
272,z_5/flares_16/gal_059,5,7.176830361746051e+30,10.732958885206807
273,z_5/flares_16/gal_099,5,2.0812939129168037e+31,2.2421024813588284
274,z_5/flares_16/gal_104,5,1.6156004834479106e+31,1.6282076196263957
275,z_5/flares_16/gal_086,5,4.657780053406712e+31,1.3837193248530246
276,z_5/flares_16/gal_000,5,2.006867222324347e+32,1.6657525398651918
277,z_5/flares_16/gal_113,5,2.173773208296983e+31,1.2611223737357293
278,z_5/flares_16/gal_023,5,9.795132111901235e+31,4.9083257553737685
279,z_5/flares_16/gal_020,5,1.828213395445618e+32,1.1869995018033395
280,z_5/flares_16/gal_075,5,1.3273778267690048e+32,1.5041647856228857
281,z_5/flares_16/gal_060,5,6.254914581714713e+30,22.358637337686076
282,z_5/flares_16/gal_032,5,8.537937716040006e+31,1.8371943935220596
283,z_5/flares_16/gal_088,5,6.766794741151068e+30,17.998657707906982
284,z_5/flares_16/gal_084,5,3.3210611033064758e+31,1.224999975017819
285,z_5/flares_16/gal_044,5,8.402519376459192e+31,1.712338745683728
286,z_5/flares_16/gal_095,5,6.516296253681493e+30,34.47128011518974
287,z_5/flares_16/gal_035,5,1.557756534151924e+32,2.762068146823462
288,z_5/flares_16/gal_093,5,9.651533334528832e+30,12.699815993899348
289,z_5/flares_16/gal_077,5,2.8790893335102222e+31,1.7687951282524712
290,z_5/flares_16/gal_063,5,1.4551290063595595e+32,2.2956637804726063
291,z_5/flares_16/gal_028,5,1.3750346152466257e+32,1.3089898347902542
292,z_5/flares_16/gal_027,5,8.212974583469899e+31,1.336856803476655
293,z_5/flares_16/gal_036,5,4.34888898538148e+32,2.5167670302007803
294,z_5/flares_16/gal_101,5,2.5391612599319983e+31,1.5210539066960882
295,z_5/flares_16/gal_045,5,7.85053284519216e+31,2.062711610818175
296,z_5/flares_10/gal_160,5,2.9378101213164467e+31,1.388463561408041
297,z_5/flares_10/gal_158,5,1.0399889371789768e+31,13.515273373912688
298,z_5/flares_10/gal_139,5,4.0360012046428515e+31,1.570549038636944
299,z_5/flares_10/gal_166,5,2.8254457552928285e+31,3.6778208103548415
300,z_5/flares_10/gal_056,5,8.587990429052189e+30,3.7058128507870873
301,z_5/flares_10/gal_094,5,1.1409205408263314e+32,2.2939649218909093
302,z_5/flares_10/gal_039,5,3.1360818393454412e+32,1.6853338179420732
303,z_5/flares_10/gal_049,5,1.2023644757516679e+32,2.755385765725234
304,z_5/flares_10/gal_042,5,1.5245910204516711e+32,1.3232548166310076
305,z_5/flares_10/gal_013,5,1.820352873609926e+32,1.218270993729654
306,z_5/flares_10/gal_037,5,1.1687655802662955e+31,9.679807606454146
307,z_5/flares_10/gal_083,5,3.250591621535993e+31,4.782400177549495
308,z_5/flares_10/gal_061,5,3.193189212994088e+32,1.8360066497687297
309,z_5/flares_10/gal_055,5,1.0332017278657224e+32,2.3176505113990555
310,z_5/flares_10/gal_005,5,3.571851660903336e+32,2.2674403914469785
311,z_5/flares_10/gal_069,5,6.643785593468363e+30,21.312380780245224
312,z_5/flares_10/gal_117,5,1.473089915171068e+32,1.2705356422968805
313,z_5/flares_10/gal_154,5,2.165224434824327e+31,0.9321891611653571
314,z_5/flares_10/gal_108,5,6.591049620087695e+31,1.2480002356064261
315,z_5/flares_10/gal_169,5,9.372201032323786e+30,15.525658691623214
316,z_5/flares_10/gal_053,5,4.1880873077818204e+32,3.11103110867814
317,z_5/flares_10/gal_004,5,7.907050140679244e+31,1.6615443422296106
318,z_5/flares_10/gal_103,5,9.234690275058026e+31,1.9699015489942242
319,z_5/flares_10/gal_092,5,1.0554703632717709e+32,1.4339963820671209
320,z_5/flares_10/gal_024,5,4.58115404246402e+31,1.0010600450246003
321,z_5/flares_10/gal_048,5,4.951108443881713e+32,2.7441842194626984
322,z_5/flares_10/gal_106,5,1.4200239434766114e+32,1.926307192805342
323,z_5/flares_10/gal_097,5,2.0525415227629124e+32,1.9120385601628818
324,z_5/flares_10/gal_079,5,1.5091267269494049e+31,2.5545477222125403
325,z_5/flares_10/gal_014,5,1.8886374580543164e+32,2.1243918621764473
326,z_5/flares_10/gal_022,5,5.184757483153478e+30,5.691844044222235
327,z_5/flares_10/gal_136,5,6.627856303103488e+31,2.047952152863967
328,z_5/flares_10/gal_029,5,1.7238389756157636e+31,1.4289384578775568
329,z_5/flares_10/gal_017,5,1.23193264315822e+32,1.1205081042476723
330,z_5/flares_10/gal_098,5,2.8078549361361273e+31,2.3013196887860015
331,z_5/flares_10/gal_058,5,1.6772283080426408e+32,4.176527090871881
332,z_5/flares_10/gal_123,5,6.791252270574385e+30,48.423984525154026
333,z_5/flares_10/gal_105,5,9.881990821175513e+31,1.47041454463197
334,z_5/flares_10/gal_150,5,1.4946724112461768e+31,3.265469940994997
335,z_5/flares_10/gal_038,5,1.923334744775826e+31,2.3106340697326715
336,z_5/flares_10/gal_011,5,1.7803288655623249e+31,3.0643997973453154
337,z_5/flares_10/gal_164,5,1.7309256672105266e+31,1.606130648433552
338,z_5/flares_10/gal_163,5,1.878135680290753e+31,1.133261753634171
339,z_5/flares_10/gal_068,5,5.13442845586676e+31,1.3664030127810793
340,z_5/flares_10/gal_082,5,7.271799360630376e+31,1.7857270154147984
341,z_5/flares_10/gal_018,5,2.263310932988299e+32,2.541533400447466
342,z_5/flares_10/gal_073,5,1.4800976504296893e+31,50.7072076651303
343,z_5/flares_10/gal_001,5,3.667863823104792e+32,2.385028622218507
344,z_5/flares_10/gal_144,5,1.2456141168758424e+31,3.505785174200531
345,z_5/flares_10/gal_034,5,3.617505700911307e+31,5.224501808540027
346,z_5/flares_10/gal_142,5,1.0159354728149583e+31,3.8636869998773538
347,z_5/flares_10/gal_143,5,5.7441214134030695e+31,2.1140430113734974
348,z_5/flares_10/gal_140,5,6.01846020263097e+30,14.224066731955372
349,z_5/flares_10/gal_147,5,4.416421466844867e+31,1.6015506360343252
350,z_5/flares_10/gal_009,5,3.4898331079584727e+31,1.842191376823781
351,z_5/flares_10/gal_087,5,8.29792957679027e+31,2.73765011247187
352,z_5/flares_10/gal_148,5,3.705842453703053e+31,3.2302089482960494
353,z_5/flares_10/gal_025,5,1.3435609025370243e+31,9.010566866174692
354,z_5/flares_10/gal_078,5,2.156661214398828e+31,1.2452426808779364
355,z_5/flares_10/gal_043,5,2.3579472056869906e+32,2.136522742918524
356,z_5/flares_10/gal_067,5,2.9605818331206387e+32,1.8575645750851049
357,z_5/flares_10/gal_134,5,3.380082292017016e+31,2.160033997172914
358,z_5/flares_10/gal_153,5,1.2111111467549086e+31,4.5547079792174285
359,z_5/flares_10/gal_016,5,7.897836032085957e+32,3.483453882600384
360,z_5/flares_10/gal_162,5,9.966787189944762e+30,3.0077596570949687
361,z_5/flares_10/gal_115,5,1.1659252709319692e+32,2.085921471317445
362,z_5/flares_10/gal_100,5,1.0421173777276585e+32,1.4449436546999652
363,z_5/flares_10/gal_124,5,1.209741377017262e+32,2.459041203415034
364,z_5/flares_10/gal_071,5,3.0716776896843554e+32,2.459032021990116
365,z_5/flares_10/gal_146,5,3.8125870974468493e+31,1.7215782756098224
